"Year","Patient_Zipcode","PQI_Number","PQI_Name","Observed_Rate_Per_100000_People"
2015,"11414","PQI_14","Uncontrolled Diabetes",26.85
2015,"11414","PQI_15","Asthma in Younger Adults",60.34
2015,"11414","PQI_16","Lower-Extremity Amputation among Patients with Diabetes",13.43
2015,"11414","PQI_90","Prevention Quality Overall Composite",1910.86
2015,"11414","PQI_91","Prevention Quality Acute Composite",662.31
2015,"11414","PQI_92","Prevention Quality Chronic Composite",1248.55
2015,"11414","PQI_S01","Prevention Quality All Diabetes Composite",165.58
2015,"11414","PQI_S02","Prevention Quality All Circulatory Composite",657.84
2015,"11414","PQI_S03","Prevention Quality All Respiratory Composite",425.13
2015,"11415","PQI_01","Diabetes Short-Term Complications",24.6
2015,"11415","PQI_03","Diabetes Long-Term Complications",116.84
2015,"11415","PQI_05","Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults",340.68
2015,"11415","PQI_07","Hypertension",49.2
2015,"11415","PQI_08","Heart Failure",282.89
2015,"11415","PQI_10","Dehydration",61.5
2015,"11415","PQI_11","Bacterial Pneumonia",135.29
2015,"11415","PQI_12","Urinary Tract Infection",110.69
2015,"11415","PQI_14","Uncontrolled Diabetes",24.6
2015,"11415","PQI_15","Asthma in Younger Adults",31.84
2015,"11415","PQI_16","Lower-Extremity Amputation among Patients with Diabetes",30.75
2015,"11415","PQI_90","Prevention Quality Overall Composite",1076.19
2015,"11415","PQI_91","Prevention Quality Acute Composite",307.48
2015,"11415","PQI_92","Prevention Quality Chronic Composite",768.71
2015,"11415","PQI_S01","Prevention Quality All Diabetes Composite",196.79
2015,"11415","PQI_S02","Prevention Quality All Circulatory Composite",350.53
2015,"11415","PQI_S03","Prevention Quality All Respiratory Composite",221.39
2015,"11416","PQI_01","Diabetes Short-Term Complications",61.36
2015,"11416","PQI_03","Diabetes Long-Term Complications",189.2
2015,"11416","PQI_05","Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults",489.92
2015,"11416","PQI_07","Hypertension",40.91
2015,"11416","PQI_08","Heart Failure",281.24
2015,"11416","PQI_10","Dehydration",117.61
2015,"11416","PQI_11","Bacterial Pneumonia",158.52
2015,"11416","PQI_12","Urinary Tract Infection",102.27
2015,"11416","PQI_14","Uncontrolled Diabetes",20.45
2015,"11416","PQI_15","Asthma in Younger Adults",45.78
2015,"11416","PQI_16","Lower-Extremity Amputation among Patients with Diabetes",20.45
2015,"11416","PQI_90","Prevention Quality Overall Composite",1314.17
2015,"11416","PQI_91","Prevention Quality Acute Composite",378.4
2015,"11416","PQI_92","Prevention Quality Chronic Composite",935.77
2015,"11416","PQI_S01","Prevention Quality All Diabetes Composite",286.36
2015,"11416","PQI_S02","Prevention Quality All Circulatory Composite",357.95
2015,"11416","PQI_S03","Prevention Quality All Respiratory Composite",291.47
2015,"11417","PQI_01","Diabetes Short-Term Complications",47.16
2015,"11417","PQI_03","Diabetes Long-Term Complications",137.2
2015,"11417","PQI_05","Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults",461.23
2015,"11417","PQI_07","Hypertension",51.45
2015,"11417","PQI_08","Heart Failure",317.27
2015,"11417","PQI_10","Dehydration",85.75
2015,"11417","PQI_11","Bacterial Pneumonia",184.36
2015,"11417","PQI_12","Urinary Tract Infection",132.91
2015,"11417","PQI_14","Uncontrolled Diabetes",17.15
2015,"11417","PQI_15","Asthma in Younger Adults",116.43
2015,"11417","PQI_16","Lower-Extremity Amputation among Patients with Diabetes",8.57
2015,"11417","PQI_90","Prevention Quality Overall Composite",1341.97
2015,"11417","PQI_91","Prevention Quality Acute Composite",403.02
2015,"11417","PQI_92","Prevention Quality Chronic Composite",938.95
2015,"11417","PQI_S01","Prevention Quality All Diabetes Composite",205.8
2015,"11417","PQI_S02","Prevention Quality All Circulatory Composite",411.59
2015,"11417","PQI_S03","Prevention Quality All Respiratory Composite",321.56
2015,"11418","PQI_01","Diabetes Short-Term Complications",55.88
2015,"11418","PQI_03","Diabetes Long-Term Complications",153.66
2015,"11418","PQI_05","Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults",298.85
2015,"11418","PQI_07","Hypertension",59.37
2015,"11418","PQI_08","Heart Failure",251.44
2015,"11418","PQI_10","Dehydration",94.29
2015,"11418","PQI_11","Bacterial Pneumonia",157.15
2015,"11418","PQI_12","Urinary Tract Infection",195.56
2015,"11418","PQI_14","Uncontrolled Diabetes",17.46
2015,"11418","PQI_15","Asthma in Younger Adults",98.05
2015,"11418","PQI_16","Lower-Extremity Amputation among Patients with Diabetes",13.97
2015,"11418","PQI_90","Prevention Quality Overall Composite",1239.74
2015,"11418","PQI_91","Prevention Quality Acute Composite",447.01
2015,"11418","PQI_92","Prevention Quality Chronic Composite",792.74
2015,"11418","PQI_S01","Prevention Quality All Diabetes Composite",233.98
2015,"11418","PQI_S02","Prevention Quality All Circulatory Composite",345.73
2015,"11418","PQI_S03","Prevention Quality All Respiratory Composite",213.03
2015,"12540","PQI_10","Dehydration",33.47
2015,"11419","PQI_01","Diabetes Short-Term Complications",48.67
2015,"11419","PQI_03","Diabetes Long-Term Complications",140.61
2015,"11419","PQI_05","Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults",367.84
2015,"11419","PQI_07","Hypertension",102.75
2015,"11419","PQI_08","Heart Failure",324.48
2015,"11419","PQI_10","Dehydration",89.23
2015,"11419","PQI_11","Bacterial Pneumonia",170.35
2015,"11419","PQI_12","Urinary Tract Infection",148.72
2015,"11419","PQI_14","Uncontrolled Diabetes",18.93
2015,"11419","PQI_15","Asthma in Younger Adults",77.39
2015,"11419","PQI_16","Lower-Extremity Amputation among Patients with Diabetes",8.11
2015,"11419","PQI_90","Prevention Quality Overall Composite",1352.01
2015,"11419","PQI_91","Prevention Quality Acute Composite",408.31
2015,"11419","PQI_92","Prevention Quality Chronic Composite",943.7
2015,"11419","PQI_S01","Prevention Quality All Diabetes Composite",210.91
2015,"11419","PQI_S02","Prevention Quality All Circulatory Composite",486.72
2015,"11419","PQI_S03","Prevention Quality All Respiratory Composite",246.07
2015,"11420","PQI_01","Diabetes Short-Term Complications",57.62
2015,"11420","PQI_03","Diabetes Long-Term Complications",107.01
2015,"11420","PQI_05","Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults",315.24
2015,"11420","PQI_07","Hypertension",87.81
2015,"11420","PQI_08","Heart Failure",375.92
2015,"11420","PQI_10","Dehydration",87.81
2015,"11420","PQI_11","Bacterial Pneumonia",161.89
2015,"11420","PQI_12","Urinary Tract Infection",126.22
2015,"11420","PQI_14","Uncontrolled Diabetes",19.21
2015,"11420","PQI_15","Asthma in Younger Adults",60.51
2015,"11420","PQI_16","Lower-Extremity Amputation among Patients with Diabetes",21.95
2015,"11420","PQI_90","Prevention Quality Overall Composite",1292.39
2015,"11420","PQI_91","Prevention Quality Acute Composite",375.92
2015,"11420","PQI_92","Prevention Quality Chronic Composite",916.47
2015,"11420","PQI_S01","Prevention Quality All Diabetes Composite",194.82
2015,"11420","PQI_S02","Prevention Quality All Circulatory Composite",510.37
2015,"11420","PQI_S03","Prevention Quality All Respiratory Composite",211.28
2015,"11421","PQI_01","Diabetes Short-Term Complications",37.66
2015,"11421","PQI_03","Diabetes Long-Term Complications",144.35
2015,"11421","PQI_05","Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults",340.06
2015,"11421","PQI_07","Hypertension",25.1
2015,"11421","PQI_08","Heart Failure",235.35
2015,"11421","PQI_10","Dehydration",109.83
2015,"11421","PQI_11","Bacterial Pneumonia",131.79
2015,"11421","PQI_12","Urinary Tract Infection",144.35
2015,"11421","PQI_14","Uncontrolled Diabetes",3.14
2015,"11421","PQI_15","Asthma in Younger Adults",52.47
2015,"11421","PQI_16","Lower-Extremity Amputation among Patients with Diabetes",25.1
2015,"11421","PQI_90","Prevention Quality Overall Composite",1095.14
2015,"11421","PQI_91","Prevention Quality Acute Composite",385.97
2015,"11421","PQI_92","Prevention Quality Chronic Composite",709.18
2015,"11421","PQI_S01","Prevention Quality All Diabetes Composite",197.69
2015,"11421","PQI_S02","Prevention Quality All Circulatory Composite",291.83
2015,"11421","PQI_S03","Prevention Quality All Respiratory Composite",219.66
2015,"11422","PQI_01","Diabetes Short-Term Complications",78.92
2015,"11422","PQI_03","Diabetes Long-Term Complications",138.11
2015,"11422","PQI_05","Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults",290.37
2015,"11422","PQI_07","Hypertension",94.7
2015,"11422","PQI_08","Heart Failure",315.68
2015,"11422","PQI_10","Dehydration",74.97
2015,"11422","PQI_11","Bacterial Pneumonia",110.49
2015,"11422","PQI_12","Urinary Tract Infection",126.27
2015,"11422","PQI_14","Uncontrolled Diabetes",23.68
2015,"11422","PQI_15","Asthma in Younger Adults",98.15
2015,"11422","PQI_16","Lower-Extremity Amputation among Patients with Diabetes",15.78
2015,"11422","PQI_90","Prevention Quality Overall Composite",1207.48
2015,"11422","PQI_91","Prevention Quality Acute Composite",311.74
2015,"11422","PQI_92","Prevention Quality Chronic Composite",895.75
2015,"11422","PQI_S01","Prevention Quality All Diabetes Composite",248.6
2015,"11422","PQI_S02","Prevention Quality All Circulatory Composite",434.06
2015,"11422","PQI_S03","Prevention Quality All Respiratory Composite",213.08
2015,"11423","PQI_01","Diabetes Short-Term Complications",50.35
2015,"11423","PQI_03","Diabetes Long-Term Complications",193.02
2015,"11423","PQI_05","Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults",373.9
2015,"11423","PQI_07","Hypertension",163.65
2015,"11423","PQI_08","Heart Failure",436.39
2015,"11423","PQI_10","Dehydration",79.72
2015,"11423","PQI_11","Bacterial Pneumonia",180.43
2015,"11423","PQI_12","Urinary Tract Infection",155.25
2015,"11423","PQI_14","Uncontrolled Diabetes",20.98
2015,"11423","PQI_15","Asthma in Younger Adults",54.81
2015,"11423","PQI_16","Lower-Extremity Amputation among Patients with Diabetes",25.18
2015,"11423","PQI_90","Prevention Quality Overall Composite",1590.3
2015,"11423","PQI_91","Prevention Quality Acute Composite",415.41
2015,"11423","PQI_92","Prevention Quality Chronic Composite",1174.89
2015,"11423","PQI_S01","Prevention Quality All Diabetes Composite",276.94
2015,"11423","PQI_S02","Prevention Quality All Circulatory Composite",650.39
2015,"11423","PQI_S03","Prevention Quality All Respiratory Composite",251.76
2015,"11426","PQI_01","Diabetes Short-Term Complications",12.8
2015,"11426","PQI_03","Diabetes Long-Term Complications",51.21
2015,"11426","PQI_05","Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults",280.34
2015,"11426","PQI_07","Hypertension",64.01
2015,"11426","PQI_08","Heart Failure",300.86
2015,"11426","PQI_10","Dehydration",108.82
2015,"11426","PQI_11","Bacterial Pneumonia",76.81
2015,"11426","PQI_12","Urinary Tract Infection",121.62
2015,"11426","PQI_14","Uncontrolled Diabetes",6.4
2015,"11426","PQI_15","Asthma in Younger Adults",35.5
2015,"11426","PQI_16","Lower-Extremity Amputation among Patients with Diabetes",12.8
2015,"11426","PQI_90","Prevention Quality Overall Composite",947.38
2015,"11426","PQI_91","Prevention Quality Acute Composite",307.26
2015,"11426","PQI_92","Prevention Quality Chronic Composite",640.12
2015,"11426","PQI_S01","Prevention Quality All Diabetes Composite",83.22
2015,"11426","PQI_S02","Prevention Quality All Circulatory Composite",364.87
2015,"11426","PQI_S03","Prevention Quality All Respiratory Composite",192.04
2015,"11427","PQI_01","Diabetes Short-Term Complications",106.6
2015,"11427","PQI_03","Diabetes Long-Term Complications",106.6
2015,"11427","PQI_05","Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults",353.59
2015,"11427","PQI_07","Hypertension",63.96
2015,"11427","PQI_08","Heart Failure",442.38
2015,"11427","PQI_10","Dehydration",85.28
2015,"11427","PQI_11","Bacterial Pneumonia",122.59
2015,"11427","PQI_12","Urinary Tract Infection",149.24
2015,"11427","PQI_14","Uncontrolled Diabetes",21.32
2015,"11427","PQI_15","Asthma in Younger Adults",0
2015,"11427","PQI_16","Lower-Extremity Amputation among Patients with Diabetes",10.66
2015,"11427","PQI_90","Prevention Quality Overall Composite",1380.45
2015,"11427","PQI_91","Prevention Quality Acute Composite",357.1
2015,"11427","PQI_92","Prevention Quality Chronic Composite",1023.35
2015,"11427","PQI_S01","Prevention Quality All Diabetes Composite",245.18
2015,"11427","PQI_S02","Prevention Quality All Circulatory Composite",548.98
2015,"11427","PQI_S03","Prevention Quality All Respiratory Composite",229.19
2015,"11428","PQI_01","Diabetes Short-Term Complications",45.4
2015,"11428","PQI_03","Diabetes Long-Term Complications",116.73
2015,"11428","PQI_05","Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults",301.24
2015,"11428","PQI_07","Hypertension",84.31
2015,"11428","PQI_08","Heart Failure",278.86
2015,"11428","PQI_10","Dehydration",90.79
2015,"11428","PQI_11","Bacterial Pneumonia",168.61
2015,"11428","PQI_12","Urinary Tract Infection",136.19
2015,"11428","PQI_14","Uncontrolled Diabetes",38.91
2015,"11428","PQI_15","Asthma in Younger Adults",65.31
2015,"11428","PQI_16","Lower-Extremity Amputation among Patients with Diabetes",6.49
2015,"11428","PQI_90","Prevention Quality Overall Composite",1232.17
2015,"11428","PQI_91","Prevention Quality Acute Composite",395.59
2015,"11428","PQI_92","Prevention Quality Chronic Composite",836.58
2015,"11428","PQI_S01","Prevention Quality All Diabetes Composite",201.04
2015,"11428","PQI_S02","Prevention Quality All Circulatory Composite",428.02
2015,"11428","PQI_S03","Prevention Quality All Respiratory Composite",207.52
2015,"11429","PQI_01","Diabetes Short-Term Complications",152.54
2015,"11429","PQI_03","Diabetes Long-Term Complications",255.88
2015,"11429","PQI_05","Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults",511.32
2015,"11429","PQI_07","Hypertension",113.18
2015,"11429","PQI_08","Heart Failure",423.19
2015,"11429","PQI_10","Dehydration",78.73
2015,"11429","PQI_11","Bacterial Pneumonia",167.31
2015,"11429","PQI_12","Urinary Tract Infection",108.26
2015,"11429","PQI_14","Uncontrolled Diabetes",34.45
2015,"11429","PQI_15","Asthma in Younger Adults",37.5
2015,"11429","PQI_16","Lower-Extremity Amputation among Patients with Diabetes",29.52
2015,"11429","PQI_90","Prevention Quality Overall Composite",1697.67
2015,"11429","PQI_91","Prevention Quality Acute Composite",354.3
2015,"11429","PQI_92","Prevention Quality Chronic Composite",1343.37
2015,"11429","PQI_S01","Prevention Quality All Diabetes Composite",457.63
2015,"11429","PQI_S02","Prevention Quality All Circulatory Composite",560.97
2015,"11429","PQI_S03","Prevention Quality All Respiratory Composite",324.77
2015,"11432","PQI_01","Diabetes Short-Term Complications",56.71
2015,"11432","PQI_03","Diabetes Long-Term Complications",132.97
2015,"11432","PQI_05","Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults",468.02
2015,"11432","PQI_07","Hypertension",58.66
2015,"11432","PQI_08","Heart Failure",328.52
2015,"11432","PQI_10","Dehydration",72.35
2015,"11432","PQI_11","Bacterial Pneumonia",205.33
2015,"11432","PQI_12","Urinary Tract Infection",154.48
2015,"11432","PQI_14","Uncontrolled Diabetes",25.42
2015,"11432","PQI_15","Asthma in Younger Adults",60.04
2015,"11432","PQI_16","Lower-Extremity Amputation among Patients with Diabetes",15.64
2015,"11432","PQI_90","Prevention Quality Overall Composite",1376.67
2015,"11432","PQI_91","Prevention Quality Acute Composite",432.16
2015,"11432","PQI_92","Prevention Quality Chronic Composite",944.5
2015,"11432","PQI_S01","Prevention Quality All Diabetes Composite",226.84
2015,"11432","PQI_S02","Prevention Quality All Circulatory Composite",422.39
2015,"11432","PQI_S03","Prevention Quality All Respiratory Composite",295.28
2015,"11433","PQI_01","Diabetes Short-Term Complications",139.8
2015,"11433","PQI_03","Diabetes Long-Term Complications",177.58
2015,"11433","PQI_05","Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults",658.16
2015,"11433","PQI_07","Hypertension",219.14
2015,"11433","PQI_08","Heart Failure",596.97
2015,"11433","PQI_10","Dehydration",98.24
2015,"11433","PQI_11","Bacterial Pneumonia",215.36
2015,"11433","PQI_12","Urinary Tract Infection",162.47
2015,"11433","PQI_14","Uncontrolled Diabetes",52.9
2015,"11433","PQI_15","Asthma in Younger Adults",35.01
2015,"11433","PQI_16","Lower-Extremity Amputation among Patients with Diabetes",26.45
2015,"11433","PQI_90","Prevention Quality Overall Composite",2108.29
2015,"11433","PQI_91","Prevention Quality Acute Composite",476.06
2015,"11433","PQI_92","Prevention Quality Chronic Composite",1632.22
2015,"11433","PQI_S01","Prevention Quality All Diabetes Composite",389.16
2015,"11433","PQI_S02","Prevention Quality All Circulatory Composite",853.89
2015,"11433","PQI_S03","Prevention Quality All Respiratory Composite",389.16
2015,"11434","PQI_01","Diabetes Short-Term Complications",152.44
2015,"11434","PQI_03","Diabetes Long-Term Complications",210.91
2015,"11434","PQI_05","Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults",616.8
2015,"11434","PQI_07","Hypertension",116.94
2015,"11434","PQI_08","Heart Failure",570.08
2015,"11434","PQI_10","Dehydration",129.47
2015,"11434","PQI_11","Bacterial Pneumonia",173.32
2015,"11434","PQI_12","Urinary Tract Infection",162.88
2015,"11434","PQI_14","Uncontrolled Diabetes",33.41
2015,"11434","PQI_15","Asthma in Younger Adults",75.5
2015,"11434","PQI_16","Lower-Extremity Amputation among Patients with Diabetes",33.41
2015,"11434","PQI_90","Prevention Quality Overall Composite",2031.82
2015,"11434","PQI_91","Prevention Quality Acute Composite",465.67
2015,"11434","PQI_92","Prevention Quality Chronic Composite",1566.15
2015,"11434","PQI_S01","Prevention Quality All Diabetes Composite",428.08
2015,"11434","PQI_S02","Prevention Quality All Circulatory Composite",730.87
2015,"11434","PQI_S03","Prevention Quality All Respiratory Composite",407.2
2015,"11435","PQI_01","Diabetes Short-Term Complications",78.88
2015,"11435","PQI_03","Diabetes Long-Term Complications",136.88
2015,"11435","PQI_05","Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults",396.66
2015,"11435","PQI_07","Hypertension",60.32
2015,"11435","PQI_08","Heart Failure",336.41
2015,"11435","PQI_10","Dehydration",88.16
2015,"11435","PQI_11","Bacterial Pneumonia",143.84
2015,"11435","PQI_12","Urinary Tract Infection",129.92
2015,"11435","PQI_14","Uncontrolled Diabetes",30.16
2015,"11435","PQI_15","Asthma in Younger Adults",48.26
2015,"11435","PQI_16","Lower-Extremity Amputation among Patients with Diabetes",4.64
2015,"11435","PQI_90","Prevention Quality Overall Composite",1301.56
2015,"11435","PQI_91","Prevention Quality Acute Composite",361.93
2015,"11435","PQI_92","Prevention Quality Chronic Composite",939.63
2015,"11435","PQI_S01","Prevention Quality All Diabetes Composite",248.25
2015,"11435","PQI_S02","Prevention Quality All Circulatory Composite",445.45
2015,"11435","PQI_S03","Prevention Quality All Respiratory Composite",245.93
2015,"11436","PQI_01","Diabetes Short-Term Complications",160.06
2015,"11436","PQI_03","Diabetes Long-Term Complications",236.6
2015,"11436","PQI_05","Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults",491.72
2015,"11436","PQI_07","Hypertension",139.18
2015,"11436","PQI_08","Heart Failure",654.14
2015,"11436","PQI_10","Dehydration",69.59
2015,"11436","PQI_11","Bacterial Pneumonia",194.85
2015,"11436","PQI_12","Urinary Tract Infection",180.93
2015,"11436","PQI_14","Uncontrolled Diabetes",34.79
2015,"11436","PQI_15","Asthma in Younger Adults",232.1
2015,"11436","PQI_16","Lower-Extremity Amputation among Patients with Diabetes",41.75
2015,"11436","PQI_90","Prevention Quality Overall Composite",2129.44
2015,"11436","PQI_91","Prevention Quality Acute Composite",445.37
2015,"11436","PQI_92","Prevention Quality Chronic Composite",1684.06
2015,"11436","PQI_S01","Prevention Quality All Diabetes Composite",452.33
2015,"11436","PQI_S02","Prevention Quality All Circulatory Composite",848.99
2015,"11436","PQI_S03","Prevention Quality All Respiratory Composite",382.74
2015,"11501","PQI_01","Diabetes Short-Term Complications",31.77
2015,"11501","PQI_03","Diabetes Long-Term Complications",139.77
2015,"11501","PQI_05","Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults",303.77
2015,"11501","PQI_07","Hypertension",82.59
2015,"11501","PQI_08","Heart Failure",362.13
2015,"11501","PQI_10","Dehydration",146.12
2015,"11501","PQI_11","Bacterial Pneumonia",190.6
2015,"11501","PQI_12","Urinary Tract Infection",190.6
2015,"11501","PQI_14","Uncontrolled Diabetes",6.35
2015,"11501","PQI_15","Asthma in Younger Adults",54.2
2015,"11501","PQI_16","Lower-Extremity Amputation among Patients with Diabetes",12.71
2015,"11501","PQI_90","Prevention Quality Overall Composite",1372.3
2015,"11501","PQI_91","Prevention Quality Acute Composite",527.32
2015,"11501","PQI_92","Prevention Quality Chronic Composite",844.98
2015,"11501","PQI_S01","Prevention Quality All Diabetes Composite",184.24
2015,"11501","PQI_S02","Prevention Quality All Circulatory Composite",444.73
2015,"11501","PQI_S03","Prevention Quality All Respiratory Composite",216.01
2015,"11507","PQI_01","Diabetes Short-Term Complications",16.69
2015,"12723","PQI_10","Dehydration",0
2015,"11507","PQI_03","Diabetes Long-Term Complications",16.69
2015,"11507","PQI_05","Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults",259.43
2015,"11507","PQI_07","Hypertension",33.38
2015,"11507","PQI_08","Heart Failure",183.61
2015,"11507","PQI_10","Dehydration",100.15
2015,"11507","PQI_11","Bacterial Pneumonia",216.99
2015,"11507","PQI_12","Urinary Tract Infection",183.61
2015,"11507","PQI_14","Uncontrolled Diabetes",16.69
2015,"11507","PQI_15","Asthma in Younger Adults",0
2015,"11507","PQI_16","Lower-Extremity Amputation among Patients with Diabetes",0
2015,"11507","PQI_90","Prevention Quality Overall Composite",1001.5
2015,"11507","PQI_91","Prevention Quality Acute Composite",500.75
2015,"11507","PQI_92","Prevention Quality Chronic Composite",500.75
2015,"11507","PQI_S01","Prevention Quality All Diabetes Composite",50.08
2015,"11507","PQI_S02","Prevention Quality All Circulatory Composite",267.07
2015,"11507","PQI_S03","Prevention Quality All Respiratory Composite",183.61
2015,"11509","PQI_01","Diabetes Short-Term Complications",46.88
2015,"11509","PQI_03","Diabetes Long-Term Complications",93.76
2015,"11509","PQI_05","Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults",357.36
2015,"11509","PQI_07","Hypertension",0
2015,"11509","PQI_08","Heart Failure",468.82
2015,"11509","PQI_10","Dehydration",140.65
2015,"11509","PQI_11","Bacterial Pneumonia",234.41
2015,"11509","PQI_12","Urinary Tract Infection",375.06
2015,"11509","PQI_14","Uncontrolled Diabetes",0
2015,"11509","PQI_15","Asthma in Younger Adults",0
2015,"11509","PQI_16","Lower-Extremity Amputation among Patients with Diabetes",0
2015,"11509","PQI_90","Prevention Quality Overall Composite",1640.88
2015,"11509","PQI_91","Prevention Quality Acute Composite",750.12
2015,"11509","PQI_92","Prevention Quality Chronic Composite",890.76
2015,"11509","PQI_S01","Prevention Quality All Diabetes Composite",140.65
2015,"11509","PQI_S02","Prevention Quality All Circulatory Composite",468.82
2015,"11509","PQI_S03","Prevention Quality All Respiratory Composite",281.29
2015,"11510","PQI_01","Diabetes Short-Term Complications",49.88
2015,"11510","PQI_03","Diabetes Long-Term Complications",126.62
2015,"11510","PQI_05","Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults",301.73
2015,"11510","PQI_07","Hypertension",65.23
2015,"11510","PQI_08","Heart Failure",203.35
2015,"11510","PQI_10","Dehydration",115.11
2015,"11510","PQI_11","Bacterial Pneumonia",195.68
2015,"11510","PQI_12","Urinary Tract Infection",122.78
2015,"11510","PQI_14","Uncontrolled Diabetes",7.67
2015,"11510","PQI_15","Asthma in Younger Adults",45.31
2015,"12750","PQI_07","Hypertension",0
2015,"11510","PQI_16","Lower-Extremity Amputation among Patients with Diabetes",0
2015,"11510","PQI_90","Prevention Quality Overall Composite",1124.2
2015,"11510","PQI_91","Prevention Quality Acute Composite",433.56
2015,"11510","PQI_92","Prevention Quality Chronic Composite",690.63
2015,"11510","PQI_S01","Prevention Quality All Diabetes Composite",184.17
2015,"11510","PQI_S02","Prevention Quality All Circulatory Composite",291.6
2015,"11510","PQI_S03","Prevention Quality All Respiratory Composite",214.86
2015,"11514","PQI_01","Diabetes Short-Term Complications",0
2015,"11514","PQI_03","Diabetes Long-Term Complications",78.58
2015,"11514","PQI_05","Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults",353.08
2015,"11514","PQI_07","Hypertension",52.38
2015,"11514","PQI_08","Heart Failure",183.34
2015,"11514","PQI_10","Dehydration",157.15
2015,"11514","PQI_11","Bacterial Pneumonia",183.34
2015,"11514","PQI_12","Urinary Tract Infection",157.15
2015,"11514","PQI_14","Uncontrolled Diabetes",26.19
2015,"11514","PQI_15","Asthma in Younger Adults",0
2015,"11514","PQI_16","Lower-Extremity Amputation among Patients with Diabetes",0
2015,"11514","PQI_90","Prevention Quality Overall Composite",1126.24
2015,"11514","PQI_91","Prevention Quality Acute Composite",497.64
2015,"11514","PQI_92","Prevention Quality Chronic Composite",628.6
2015,"11514","PQI_S01","Prevention Quality All Diabetes Composite",104.77
2015,"11514","PQI_S02","Prevention Quality All Circulatory Composite",288.11
2015,"11514","PQI_S03","Prevention Quality All Respiratory Composite",235.73
2015,"11516","PQI_01","Diabetes Short-Term Complications",18.54
2015,"11516","PQI_03","Diabetes Long-Term Complications",37.07
2015,"11516","PQI_05","Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults",234.33
2015,"11516","PQI_07","Hypertension",37.07
2015,"11516","PQI_08","Heart Failure",203.89
2015,"11516","PQI_10","Dehydration",166.82
2015,"11516","PQI_11","Bacterial Pneumonia",55.61
2015,"11516","PQI_12","Urinary Tract Infection",129.75
2015,"11516","PQI_14","Uncontrolled Diabetes",37.07
2015,"11516","PQI_15","Asthma in Younger Adults",0
2015,"11516","PQI_16","Lower-Extremity Amputation among Patients with Diabetes",0
2015,"11516","PQI_90","Prevention Quality Overall Composite",834.11
2015,"11516","PQI_91","Prevention Quality Acute Composite",352.18
2015,"11516","PQI_92","Prevention Quality Chronic Composite",481.93
2015,"11516","PQI_S01","Prevention Quality All Diabetes Composite",92.68
2015,"11516","PQI_S02","Prevention Quality All Circulatory Composite",240.96
2015,"11516","PQI_S03","Prevention Quality All Respiratory Composite",148.29
2015,"11518","PQI_01","Diabetes Short-Term Complications",34.86
2015,"11518","PQI_03","Diabetes Long-Term Complications",81.35
2015,"11518","PQI_05","Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults",567.99
2015,"11518","PQI_07","Hypertension",34.86
2015,"11518","PQI_08","Heart Failure",313.77
2015,"11518","PQI_10","Dehydration",58.11
2015,"11518","PQI_11","Bacterial Pneumonia",139.45
2015,"11518","PQI_12","Urinary Tract Infection",174.32
2015,"11518","PQI_14","Uncontrolled Diabetes",11.62
2015,"11518","PQI_15","Asthma in Younger Adults",114.55
2015,"11518","PQI_16","Lower-Extremity Amputation among Patients with Diabetes",23.24
2015,"11518","PQI_90","Prevention Quality Overall Composite",1289.95
2015,"11518","PQI_91","Prevention Quality Acute Composite",371.88
2015,"11518","PQI_92","Prevention Quality Chronic Composite",918.07
2015,"11518","PQI_S01","Prevention Quality All Diabetes Composite",127.83
2015,"11518","PQI_S02","Prevention Quality All Circulatory Composite",360.26
2015,"11518","PQI_S03","Prevention Quality All Respiratory Composite",429.98
2015,"11520","PQI_01","Diabetes Short-Term Complications",38.61
2015,"11520","PQI_03","Diabetes Long-Term Complications",199.01
